"Plot Title: gasmetkammio"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20145739, SEN S/N: 20145739)","Coupler Attached (LGR S/N: 20145739)","Host Connected (LGR S/N: 20145739)","Stopped (LGR S/N: 20145739)","End Of File (LGR S/N: 20145739)"
43,06/03/19 09:07:00 AM,15.473,,,,
44,06/03/19 09:07:10 AM,15.473,,,,
45,06/03/19 09:07:20 AM,15.473,,,,
46,06/03/19 09:07:30 AM,15.473,,,,
47,06/03/19 09:07:40 AM,15.378,,,,
48,06/03/19 09:07:50 AM,15.378,,,,
49,06/03/19 09:08:00 AM,15.378,,,,
50,06/03/19 09:08:10 AM,15.378,,,,
51,06/03/19 09:08:20 AM,15.378,,,,
52,06/03/19 09:08:30 AM,15.378,,,,
53,06/03/19 09:08:40 AM,15.378,,,,
54,06/03/19 09:08:50 AM,15.378,,,,
55,06/03/19 09:09:00 AM,15.378,,,,
56,06/03/19 09:09:10 AM,15.378,,,,
57,06/03/19 09:09:20 AM,15.378,,,,
58,06/03/19 09:09:30 AM,15.378,,,,
59,06/03/19 09:09:40 AM,15.378,,,,
60,06/03/19 09:09:50 AM,15.378,,,,
61,06/03/19 09:10:00 AM,15.378,,,,
62,06/03/19 09:10:10 AM,15.378,,,,
63,06/03/19 09:10:20 AM,15.378,,,,
64,06/03/19 09:10:30 AM,15.378,,,,
65,06/03/19 09:10:40 AM,15.378,,,,
66,06/03/19 09:10:50 AM,15.378,,,,
67,06/03/19 09:11:00 AM,15.378,,,,
68,06/03/19 09:11:10 AM,15.378,,,,
69,06/03/19 09:11:20 AM,15.378,,,,
70,06/03/19 09:11:30 AM,15.378,,,,
71,06/03/19 09:11:40 AM,15.378,,,,
72,06/03/19 09:11:50 AM,15.378,,,,
73,06/03/19 09:12:00 AM,15.378,,,,
74,06/03/19 09:12:10 AM,15.378,,,,
75,06/03/19 09:12:20 AM,15.378,,,,
76,06/03/19 09:12:30 AM,15.378,,,,
77,06/03/19 09:12:40 AM,15.378,,,,
78,06/03/19 09:12:50 AM,15.473,,,,
79,06/03/19 09:13:00 AM,15.473,,,,
80,06/03/19 09:13:10 AM,15.473,,,,
81,06/03/19 09:13:20 AM,15.473,,,,
82,06/03/19 09:13:30 AM,15.473,,,,
83,06/03/19 09:13:40 AM,15.473,,,,
84,06/03/19 09:13:50 AM,15.473,,,,
85,06/03/19 09:14:00 AM,15.569,,,,
86,06/03/19 09:14:10 AM,15.569,,,,
87,06/03/19 09:14:20 AM,15.569,,,,
88,06/03/19 09:14:30 AM,15.569,,,,
89,06/03/19 09:14:40 AM,15.569,,,,
90,06/03/19 09:14:50 AM,15.664,,,,
91,06/03/19 09:15:00 AM,15.664,,,,
92,06/03/19 09:15:10 AM,15.664,,,,
93,06/03/19 09:15:20 AM,15.664,,,,
94,06/03/19 09:15:30 AM,15.664,,,,
95,06/03/19 09:15:40 AM,15.760,,,,
96,06/03/19 09:15:50 AM,15.760,,,,
97,06/03/19 09:16:00 AM,15.760,,,,
98,06/03/19 09:16:10 AM,15.760,,,,
99,06/03/19 09:16:20 AM,15.855,,,,
100,06/03/19 09:16:30 AM,15.855,,,,
101,06/03/19 09:16:40 AM,15.855,,,,
102,06/03/19 09:16:50 AM,15.855,,,,
103,06/03/19 09:17:00 AM,15.855,,,,
104,06/03/19 09:17:10 AM,15.951,,,,
105,06/03/19 09:17:20 AM,15.951,,,,
106,06/03/19 09:17:30 AM,15.951,,,,
107,06/03/19 09:17:40 AM,15.951,,,,
108,06/03/19 09:17:50 AM,15.951,,,,
109,06/03/19 09:18:00 AM,16.046,,,,
110,06/03/19 09:18:10 AM,16.046,,,,
111,06/03/19 09:18:20 AM,16.046,,,,
112,06/03/19 09:18:30 AM,16.046,,,,
113,06/03/19 09:18:40 AM,16.046,,,,
114,06/03/19 09:18:50 AM,16.141,,,,
115,06/03/19 09:19:00 AM,16.141,,,,
116,06/03/19 09:19:10 AM,16.141,,,,
117,06/03/19 09:19:20 AM,16.141,,,,
118,06/03/19 09:19:30 AM,16.141,,,,
119,06/03/19 09:19:40 AM,16.141,,,,
120,06/03/19 09:19:50 AM,16.237,,,,
121,06/03/19 09:20:00 AM,16.237,,,,
122,06/03/19 09:20:10 AM,16.237,,,,
123,06/03/19 09:20:20 AM,16.237,,,,
124,06/03/19 09:20:30 AM,16.237,,,,
125,06/03/19 09:20:40 AM,16.237,,,,
126,06/03/19 09:20:50 AM,16.332,,,,
127,06/03/19 09:21:00 AM,16.332,,,,
128,06/03/19 09:21:10 AM,16.332,,,,
129,06/03/19 09:21:20 AM,16.332,,,,
130,06/03/19 09:21:30 AM,16.332,,,,
131,06/03/19 09:21:40 AM,16.332,,,,
132,06/03/19 09:21:50 AM,16.332,,,,
133,06/03/19 09:22:00 AM,16.332,,,,
134,06/03/19 09:22:10 AM,16.332,,,,
135,06/03/19 09:22:20 AM,16.332,,,,
136,06/03/19 09:22:30 AM,16.332,,,,
137,06/03/19 09:22:40 AM,16.332,,,,
138,06/03/19 09:22:50 AM,16.332,,,,
139,06/03/19 09:23:00 AM,16.332,,,,
140,06/03/19 09:23:10 AM,16.332,,,,
141,06/03/19 09:23:20 AM,16.332,,,,
142,06/03/19 09:23:30 AM,16.237,,,,
143,06/03/19 09:23:40 AM,16.237,,,,
144,06/03/19 09:23:50 AM,16.237,,,,
145,06/03/19 09:24:00 AM,16.237,,,,
146,06/03/19 09:24:10 AM,16.237,,,,
147,06/03/19 09:24:20 AM,16.237,,,,
148,06/03/19 09:24:30 AM,16.237,,,,
149,06/03/19 09:24:40 AM,16.237,,,,
150,06/03/19 09:24:50 AM,16.237,,,,
151,06/03/19 09:25:00 AM,16.237,,,,
152,06/03/19 09:25:10 AM,16.237,,,,
153,06/03/19 09:25:20 AM,16.237,,,,
154,06/03/19 09:25:30 AM,16.237,,,,
155,06/03/19 09:25:40 AM,16.237,,,,
156,06/03/19 09:25:50 AM,16.332,,,,
157,06/03/19 09:26:00 AM,16.332,,,,
158,06/03/19 09:26:10 AM,16.237,,,,
159,06/03/19 09:26:20 AM,16.237,,,,
160,06/03/19 09:26:30 AM,16.237,,,,
161,06/03/19 09:26:40 AM,16.237,,,,
162,06/03/19 09:26:50 AM,16.237,,,,
163,06/03/19 09:27:00 AM,16.237,,,,
164,06/03/19 09:27:10 AM,16.237,,,,
165,06/03/19 09:27:20 AM,16.237,,,,
166,06/03/19 09:27:30 AM,16.237,,,,
167,06/03/19 09:27:40 AM,16.237,,,,
168,06/03/19 09:27:50 AM,16.237,,,,
169,06/03/19 09:28:00 AM,16.237,,,,
170,06/03/19 09:28:10 AM,16.237,,,,
171,06/03/19 09:28:20 AM,16.237,,,,
172,06/03/19 09:28:30 AM,16.237,,,,
173,06/03/19 09:28:40 AM,16.332,,,,
174,06/03/19 09:28:50 AM,16.332,,,,
175,06/03/19 09:29:00 AM,16.332,,,,
176,06/03/19 09:29:10 AM,16.332,,,,
177,06/03/19 09:29:20 AM,16.332,,,,
178,06/03/19 09:29:30 AM,16.332,,,,
179,06/03/19 09:29:40 AM,16.332,,,,
180,06/03/19 09:29:50 AM,16.332,,,,
181,06/03/19 09:30:00 AM,16.332,,,,
182,06/03/19 09:30:10 AM,16.332,,,,
183,06/03/19 09:30:20 AM,16.332,,,,
184,06/03/19 09:30:30 AM,16.332,,,,
185,06/03/19 09:30:40 AM,16.332,,,,
186,06/03/19 09:30:50 AM,16.332,,,,
187,06/03/19 09:31:00 AM,16.427,,,,
188,06/03/19 09:31:10 AM,16.427,,,,
189,06/03/19 09:31:20 AM,16.332,,,,
190,06/03/19 09:31:30 AM,16.332,,,,
191,06/03/19 09:31:40 AM,16.332,,,,
192,06/03/19 09:31:50 AM,16.332,,,,
193,06/03/19 09:32:00 AM,16.332,,,,
194,06/03/19 09:32:10 AM,16.237,,,,
195,06/03/19 09:32:20 AM,16.332,,,,
196,06/03/19 09:32:30 AM,16.237,,,,
197,06/03/19 09:32:40 AM,16.237,,,,
198,06/03/19 09:32:50 AM,16.237,,,,
199,06/03/19 09:33:00 AM,16.332,,,,
200,06/03/19 09:33:10 AM,16.332,,,,
201,06/03/19 09:33:20 AM,16.237,,,,
202,06/03/19 09:33:30 AM,16.332,,,,
203,06/03/19 09:33:40 AM,16.332,,,,
204,06/03/19 09:33:50 AM,16.332,,,,
205,06/03/19 09:34:00 AM,16.427,,,,
206,06/03/19 09:34:10 AM,16.427,,,,
207,06/03/19 09:34:20 AM,16.427,,,,
208,06/03/19 09:34:30 AM,16.427,,,,
209,06/03/19 09:34:40 AM,16.427,,,,
210,06/03/19 09:34:50 AM,16.427,,,,
211,06/03/19 09:35:00 AM,16.523,,,,
212,06/03/19 09:35:10 AM,16.523,,,,
213,06/03/19 09:35:20 AM,16.523,,,,
214,06/03/19 09:35:30 AM,16.523,,,,
215,06/03/19 09:35:40 AM,16.523,,,,
216,06/03/19 09:35:50 AM,16.523,,,,
217,06/03/19 09:36:00 AM,16.523,,,,
218,06/03/19 09:36:10 AM,16.618,,,,
219,06/03/19 09:36:20 AM,16.618,,,,
220,06/03/19 09:36:30 AM,16.618,,,,
221,06/03/19 09:36:40 AM,16.618,,,,
222,06/03/19 09:36:50 AM,16.618,,,,
223,06/03/19 09:37:00 AM,16.618,,,,
224,06/03/19 09:37:10 AM,16.713,,,,
225,06/03/19 09:37:20 AM,16.713,,,,
226,06/03/19 09:37:30 AM,16.713,,,,
227,06/03/19 09:37:40 AM,16.713,,,,
228,06/03/19 09:37:50 AM,16.713,,,,
229,06/03/19 09:38:00 AM,16.713,,,,
230,06/03/19 09:38:10 AM,16.713,,,,
231,06/03/19 09:38:20 AM,16.713,,,,
232,06/03/19 09:38:30 AM,16.713,,,,
233,06/03/19 09:38:40 AM,16.713,,,,
234,06/03/19 09:38:50 AM,16.713,,,,
235,06/03/19 09:39:00 AM,16.713,,,,
236,06/03/19 09:39:10 AM,16.713,,,,
237,06/03/19 09:39:20 AM,16.808,,,,
238,06/03/19 09:39:30 AM,16.808,,,,
239,06/03/19 09:39:40 AM,16.808,,,,
240,06/03/19 09:39:50 AM,16.713,,,,
241,06/03/19 09:40:00 AM,16.713,,,,
242,06/03/19 09:40:10 AM,16.713,,,,
243,06/03/19 09:40:20 AM,16.713,,,,
244,06/03/19 09:40:30 AM,16.713,,,,
245,06/03/19 09:40:40 AM,16.713,,,,
246,06/03/19 09:40:50 AM,16.713,,,,
247,06/03/19 09:41:00 AM,16.713,,,,
248,06/03/19 09:41:10 AM,16.808,,,,
249,06/03/19 09:41:20 AM,16.808,,,,
250,06/03/19 09:41:30 AM,16.808,,,,
251,06/03/19 09:41:40 AM,16.903,,,,
252,06/03/19 09:41:50 AM,16.903,,,,
253,06/03/19 09:42:00 AM,16.903,,,,
254,06/03/19 09:42:10 AM,16.903,,,,
255,06/03/19 09:42:20 AM,16.903,,,,
256,06/03/19 09:42:30 AM,16.999,,,,
257,06/03/19 09:42:40 AM,16.999,,,,
258,06/03/19 09:42:50 AM,16.999,,,,
259,06/03/19 09:43:00 AM,17.094,,,,
260,06/03/19 09:43:10 AM,17.094,,,,
261,06/03/19 09:43:20 AM,17.094,,,,
262,06/03/19 09:43:30 AM,17.189,,,,
263,06/03/19 09:43:40 AM,17.189,,,,
264,06/03/19 09:43:50 AM,17.189,,,,
265,06/03/19 09:44:00 AM,17.189,,,,
266,06/03/19 09:44:10 AM,17.284,,,,
267,06/03/19 09:44:20 AM,17.284,,,,
268,06/03/19 09:44:30 AM,17.284,,,,
269,06/03/19 09:44:40 AM,17.284,,,,
270,06/03/19 09:44:50 AM,17.379,,,,
271,06/03/19 09:45:00 AM,17.379,,,,
272,06/03/19 09:45:10 AM,17.379,,,,
273,06/03/19 09:45:20 AM,17.379,,,,
274,06/03/19 09:45:30 AM,17.379,,,,
275,06/03/19 09:45:40 AM,17.379,,,,
276,06/03/19 09:45:50 AM,17.475,,,,
277,06/03/19 09:46:00 AM,17.475,,,,
278,06/03/19 09:46:10 AM,17.475,,,,
279,06/03/19 09:46:20 AM,17.475,,,,
280,06/03/19 09:46:30 AM,17.475,,,,
281,06/03/19 09:46:40 AM,17.475,,,,
282,06/03/19 09:46:50 AM,17.475,,,,
283,06/03/19 09:47:00 AM,17.475,,,,
284,06/03/19 09:47:10 AM,17.475,,,,
285,06/03/19 09:47:20 AM,17.475,,,,
286,06/03/19 09:47:30 AM,17.570,,,,
287,06/03/19 09:47:40 AM,17.570,,,,
288,06/03/19 09:47:50 AM,17.570,,,,
289,06/03/19 09:48:00 AM,17.570,,,,
290,06/03/19 09:48:10 AM,17.570,,,,
291,06/03/19 09:48:20 AM,17.665,,,,
292,06/03/19 09:48:30 AM,17.665,,,,
293,06/03/19 09:48:40 AM,17.665,,,,
294,06/03/19 09:48:50 AM,17.665,,,,
295,06/03/19 09:49:00 AM,17.760,,,,
296,06/03/19 09:49:10 AM,17.760,,,,
297,06/03/19 09:49:20 AM,17.760,,,,
298,06/03/19 09:49:30 AM,17.760,,,,
299,06/03/19 09:49:40 AM,17.760,,,,
300,06/03/19 09:49:50 AM,17.665,,,,
301,06/03/19 09:50:00 AM,17.665,,,,
302,06/03/19 09:50:10 AM,17.665,,,,
303,06/03/19 09:50:20 AM,17.665,,,,
304,06/03/19 09:50:30 AM,17.665,,,,
305,06/03/19 09:50:40 AM,17.665,,,,
306,06/03/19 09:50:50 AM,17.760,,,,
307,06/03/19 09:51:00 AM,17.760,,,,
308,06/03/19 09:51:10 AM,17.760,,,,
309,06/03/19 09:51:20 AM,17.855,,,,
310,06/03/19 09:51:30 AM,17.855,,,,
311,06/03/19 09:51:40 AM,17.855,,,,
312,06/03/19 09:51:50 AM,17.950,,,,
313,06/03/19 09:52:00 AM,18.045,,,,
314,06/03/19 09:52:10 AM,18.045,,,,
315,06/03/19 09:52:20 AM,18.045,,,,
316,06/03/19 09:52:30 AM,18.140,,,,
317,06/03/19 09:52:40 AM,18.140,,,,
318,06/03/19 09:52:50 AM,18.140,,,,
319,06/03/19 09:53:00 AM,18.140,,,,
320,06/03/19 09:53:10 AM,18.140,,,,
321,06/03/19 09:53:20 AM,18.236,,,,
322,06/03/19 09:53:30 AM,18.236,,,,
323,06/03/19 09:53:40 AM,18.236,,,,
324,06/03/19 09:53:50 AM,18.331,,,,
325,06/03/19 09:54:00 AM,18.331,,,,
326,06/03/19 09:54:10 AM,18.426,,,,
327,06/03/19 09:54:20 AM,18.521,,,,
328,06/03/19 09:54:30 AM,18.616,,,,
329,06/03/19 09:54:40 AM,18.711,,,,
330,06/03/19 09:54:50 AM,18.901,,,,
331,06/03/19 09:55:00 AM,18.901,,,,
332,06/03/19 09:55:10 AM,19.092,,,,
333,06/03/19 09:55:20 AM,19.092,,,,
334,06/03/19 09:55:30 AM,19.092,,,,
335,06/03/19 09:55:40 AM,19.377,,,,
336,06/03/19 09:55:50 AM,19.662,,,,
337,06/03/19 09:56:00 AM,19.758,,,,
338,06/03/19 09:56:10 AM,19.758,,,,
339,06/03/19 09:56:20 AM,19.948,,,,
340,06/03/19 09:56:30 AM,20.138,,,,
341,06/03/19 09:56:40 AM,20.234,,,,
342,06/03/19 09:56:50 AM,20.234,,,,
343,06/03/19 09:57:00 AM,20.424,,,,
344,06/03/19 09:57:10 AM,20.519,,,,
345,06/03/19 09:57:20 AM,20.615,,,,
346,06/03/19 09:57:30 AM,20.710,,,,
347,06/03/19 09:57:40 AM,20.901,,,,
348,06/03/19 09:57:50 AM,20.996,,,,
349,06/03/19 09:58:00 AM,21.091,,,,
350,06/03/19 09:58:10 AM,21.282,,,,
351,06/03/19 09:58:20 AM,21.378,,,,
352,06/03/19 09:58:30 AM,21.473,,,,
353,06/03/19 09:58:40 AM,21.569,,,,
354,06/03/19 09:58:50 AM,21.569,,,,
355,06/03/19 09:59:00 AM,21.664,,,,
356,06/03/19 09:59:10 AM,21.760,,,,
357,06/03/19 09:59:20 AM,21.855,,,,
358,06/03/19 09:59:30 AM,21.951,,,,
359,06/03/19 09:59:40 AM,22.046,,,,
360,06/03/19 09:59:50 AM,22.238,,,,
361,06/03/19 10:00:00 AM,22.333,,,,
362,06/03/19 10:00:10 AM,22.525,,,,
363,06/03/19 10:00:20 AM,22.621,,,,
364,06/03/19 10:00:30 AM,22.717,,,,
365,06/03/19 10:00:40 AM,22.812,,,,
366,06/03/19 10:00:50 AM,23.004,,,,
367,06/03/19 10:01:00 AM,23.196,,,,
368,06/03/19 10:01:10 AM,23.292,,,,
369,06/03/19 10:01:20 AM,23.484,,,,
370,06/03/19 10:01:30 AM,23.581,,,,
371,06/03/19 10:01:40 AM,23.677,,,,
372,06/03/19 10:01:50 AM,23.677,,,,
373,06/03/19 10:02:00 AM,23.966,,,,
374,06/03/19 10:02:10 AM,24.062,,,,
375,06/03/19 10:02:20 AM,24.351,,,,
376,06/03/19 10:02:30 AM,24.641,,,,
377,06/03/19 10:02:40 AM,25.028,,,,
378,06/03/19 10:02:50 AM,25.416,,,,
379,06/03/19 10:03:00 AM,25.902,,,,
380,06/03/19 10:03:10 AM,26.390,,,,
381,06/03/19 10:03:20 AM,26.977,,,,
382,06/03/19 10:03:30 AM,27.665,,,,
383,06/03/19 10:03:40 AM,28.357,,,,
384,06/03/19 10:03:50 AM,29.152,,,,
385,06/03/19 10:04:00 AM,29.953,,,,
386,06/03/19 10:04:10 AM,30.659,,,,
387,06/03/19 10:04:20 AM,31.370,,,,
388,06/03/19 10:04:30 AM,32.188,,,,
389,06/03/19 10:04:40 AM,32.911,,,,
390,06/03/19 10:04:50 AM,33.639,,,,
391,06/03/19 10:05:00 AM,34.268,,,,
392,06/03/19 10:05:10 AM,34.796,,,,
393,06/03/19 10:05:20 AM,35.328,,,,
394,06/03/19 10:05:30 AM,35.864,,,,
395,06/03/19 10:05:40 AM,36.295,,,,
396,06/03/19 10:05:50 AM,36.620,,,,
397,06/03/19 10:06:00 AM,36.837,,,,
398,06/03/19 10:06:10 AM,37.165,,,,
399,06/03/19 10:06:20 AM,37.494,,,,
400,06/03/19 10:06:30 AM,37.714,,,,
401,06/03/19 10:06:40 AM,38.046,,,,
402,06/03/19 10:06:50 AM,38.268,,,,
403,06/03/19 10:07:00 AM,38.490,,,,
404,06/03/19 10:07:10 AM,38.714,,,,
405,06/03/19 10:07:20 AM,38.826,,,,
406,06/03/19 10:07:30 AM,38.938,,,,
407,06/03/19 10:07:40 AM,38.938,,,,
408,06/03/19 10:07:50 AM,38.938,,,,
409,06/03/19 10:08:00 AM,38.826,,,,
410,06/03/19 10:08:10 AM,38.826,,,,
411,06/03/19 10:08:20 AM,39.050,,,,
412,06/03/19 10:08:30 AM,39.502,,,,
413,06/03/19 10:08:40 AM,39.843,,,,
414,06/03/19 10:08:50 AM,39.957,,,,
415,06/03/19 10:09:00 AM,40.071,,,,
416,06/03/19 10:09:10 AM,39.957,,,,
417,06/03/19 10:09:20 AM,39.843,,,,
418,06/03/19 10:09:30 AM,39.957,,,,
419,06/03/19 10:09:40 AM,40.071,,,,
420,06/03/19 10:09:50 AM,40.300,,,,
421,06/03/19 10:10:00 AM,40.415,,,,
422,06/03/19 10:10:10 AM,40.645,,,,
423,06/03/19 10:10:20 AM,40.876,,,,
424,06/03/19 10:10:30 AM,41.108,,,,
425,06/03/19 10:10:40 AM,41.225,,,,
426,06/03/19 10:10:50 AM,41.225,,,,
427,06/03/19 10:11:00 AM,40.992,,,,
428,06/03/19 10:11:10 AM,40.992,,,,
429,06/03/19 10:11:20 AM,40.992,,,,
430,06/03/19 10:11:30 AM,40.992,,,,
431,06/03/19 10:11:40 AM,40.992,,,,
432,06/03/19 10:11:50 AM,40.415,,,,
433,06/03/19 10:12:00 AM,39.729,,,,
434,06/03/19 10:12:10 AM,38.938,,,,
435,06/03/19 10:12:20 AM,37.935,,,,
436,06/03/19 10:12:30 AM,37.494,,,,
437,06/03/19 10:12:40 AM,37.165,,,,
438,06/03/19 10:12:50 AM,36.946,,,,
439,06/03/19 10:13:00 AM,36.728,,,,
440,06/03/19 10:13:10 AM,36.295,,,,
441,06/03/19 10:13:20 AM,35.971,,,,
442,06/03/19 10:13:30 AM,36.079,,,,
443,06/03/19 10:13:40 AM,35.971,,,,
444,06/03/19 10:13:50 AM,35.009,,,,
445,06/03/19 10:14:00 AM,34.163,,,,
446,06/03/19 10:14:10 AM,33.222,,,,
447,06/03/19 10:14:20 AM,32.600,,,,
448,06/03/19 10:14:30 AM,31.983,,,,
449,06/03/19 10:14:40 AM,31.472,,,,
450,06/03/19 10:14:50 AM,31.064,,,,
451,06/03/19 10:15:00 AM,30.659,,,,
452,06/03/19 10:15:10 AM,30.255,,,,
453,06/03/19 10:15:20 AM,29.953,,,,
454,06/03/19 10:15:30 AM,29.652,,,,
455,06/03/19 10:15:40 AM,29.352,,,,
456,06/03/19 10:15:50 AM,29.053,,,,
457,06/03/19 10:16:00 AM,28.754,,,,
458,06/03/19 10:16:10 AM,28.555,,,,
459,06/03/19 10:16:20 AM,28.258,,,,
460,06/03/19 10:16:30 AM,28.060,,,,
461,06/03/19 10:16:40 AM,27.862,,,,
462,06/03/19 10:16:50 AM,27.665,,,,
463,06/03/19 10:17:00 AM,27.468,,,,
464,06/03/19 10:17:10 AM,27.173,,,,
465,06/03/19 10:17:20 AM,26.977,,,,
466,06/03/19 10:17:30 AM,26.781,,,,
467,06/03/19 10:17:40 AM,26.585,,,,
468,06/03/19 10:17:50 AM,26.390,,,,
469,06/03/19 10:18:00 AM,26.195,,,,
470,06/03/19 10:18:10 AM,26.000,,,,
471,06/03/19 10:18:20 AM,25.708,,,,
472,06/03/19 10:18:30 AM,25.513,,,,
473,06/03/19 10:18:40 AM,25.319,,,,
474,06/03/19 10:18:50 AM,25.125,,,,
475,06/03/19 10:19:00 AM,24.931,,,,
476,06/03/19 10:19:10 AM,24.835,,,,
477,06/03/19 10:19:20 AM,24.835,,,,
478,06/03/19 10:19:30 AM,24.835,,,,
479,06/03/19 10:19:40 AM,24.738,,,,
480,06/03/19 10:19:50 AM,24.641,,,,
481,06/03/19 10:20:00 AM,24.448,,,,
482,06/03/19 10:20:10 AM,24.255,,,,
483,06/03/19 10:20:20 AM,24.062,,,,
484,06/03/19 10:20:30 AM,23.966,,,,
485,06/03/19 10:20:40 AM,23.677,,,,
486,06/03/19 10:20:50 AM,23.484,,,,
487,06/03/19 10:21:00 AM,23.388,,,,
488,06/03/19 10:21:10 AM,23.196,,,,
489,06/03/19 10:21:20 AM,23.004,,,,
490,06/03/19 10:21:30 AM,22.812,,,,
491,06/03/19 10:21:40 AM,22.621,,,,
492,06/03/19 10:21:50 AM,22.429,,,,
493,06/03/19 10:22:00 AM,22.238,,,,
494,06/03/19 10:22:10 AM,22.046,,,,
495,06/03/19 10:22:20 AM,21.855,,,,
496,06/03/19 10:22:30 AM,21.664,,,,
497,06/03/19 10:22:40 AM,21.569,,,,
498,06/03/19 10:22:50 AM,21.378,,,,
499,06/03/19 10:23:00 AM,21.187,,,,
500,06/03/19 10:23:10 AM,21.091,,,,
501,06/03/19 10:23:20 AM,20.901,,,,
502,06/03/19 10:23:30 AM,20.710,,,,
503,06/03/19 10:23:40 AM,20.519,,,,
504,06/03/19 10:23:50 AM,20.424,,,,
505,06/03/19 10:24:00 AM,20.234,,,,
506,06/03/19 10:24:10 AM,19.948,,,,
507,06/03/19 10:24:20 AM,19.662,,,,
508,06/03/19 10:24:30 AM,19.472,,,,
509,06/03/19 10:24:40 AM,19.282,,,,
510,06/03/19 10:24:50 AM,19.187,,,,
511,06/03/19 10:25:00 AM,19.092,,,,
512,06/03/19 10:25:10 AM,18.901,,,,
513,06/03/19 10:25:20 AM,18.806,,,,
514,06/03/19 10:25:30 AM,18.711,,,,
515,06/03/19 10:25:40 AM,18.616,,,,
516,06/03/19 10:25:50 AM,18.616,,,,
517,06/03/19 10:26:00 AM,18.521,,,,
518,06/03/19 10:26:10 AM,18.426,,,,
519,06/03/19 10:26:20 AM,18.331,,,,
520,06/03/19 10:26:30 AM,18.331,,,,
521,06/03/19 10:26:40 AM,18.236,,,,
522,06/03/19 10:26:50 AM,18.140,,,,
523,06/03/19 10:27:00 AM,18.140,,,,
524,06/03/19 10:27:10 AM,18.045,,,,
525,06/03/19 10:27:20 AM,18.045,,,,
526,06/03/19 10:27:30 AM,17.950,,,,
527,06/03/19 10:27:40 AM,17.950,,,,
528,06/03/19 10:27:50 AM,17.855,,,,
529,06/03/19 10:28:00 AM,17.855,,,,
530,06/03/19 10:28:10 AM,17.855,,,,
531,06/03/19 10:28:20 AM,17.760,,,,
532,06/03/19 10:28:30 AM,17.760,,,,
533,06/03/19 10:28:40 AM,17.760,,,,
534,06/03/19 10:28:50 AM,17.760,,,,
535,06/03/19 10:29:00 AM,17.760,,,,
536,06/03/19 10:29:10 AM,17.760,,,,
537,06/03/19 10:29:20 AM,17.665,,,,
538,06/03/19 10:29:30 AM,17.665,,,,
539,06/03/19 10:29:40 AM,17.665,,,,
540,06/03/19 10:29:50 AM,17.665,,,,
541,06/03/19 10:30:00 AM,17.665,,,,
542,06/03/19 10:30:10 AM,17.665,,,,
543,06/03/19 10:30:20 AM,17.665,,,,
544,06/03/19 10:30:30 AM,17.665,,,,
545,06/03/19 10:30:40 AM,17.665,,,,
546,06/03/19 10:30:50 AM,17.665,,,,
547,06/03/19 10:31:00 AM,17.760,,,,
548,06/03/19 10:31:10 AM,17.760,,,,
